gmean,auc_roc,auc_pr,recall_1,precision_1,f1_1,threshold,n_pos,n_folds,fault_type
0.6460201136884317,0.6056171486280112,0.7815026787975206,0.8207547169811321,0.8524397413286302,0.8362972219552053,0.8883417085427134,5300,5,Engine
0.7774808342200118,0.788173353943062,0.9039930309762443,0.8201275045537341,0.9009504752376188,0.8586412395709178,0.19849246231155776,2196,5,Aileron
0.9049926808815039,0.8863159181634075,0.7567802129811281,0.9952267303102625,0.7239583333333334,0.8381909547738694,0.10201005025125627,419,3,Rudder
